Source,location,Hotel Name,Hotel Link,room_type,room_class,bed_type,Final Price,Max People,Area_m2,Facilities
Ivivu,binh-duong,Hoa Cúc Phương Hotel,https://www.ivivu.com/khach-san-binh-duong/hoa-cuc-phuong-hotel,Villas 5 Bedroom Ocean View,Luxury,Unknown,19499000.0,2.0,369.0,Hướng biển; 32 m²; Hướng vườn; 37 m²; Hướng vườn; 37 m²; Hướng biển; 37 m²; Hướng biển; 37 m²; Hướng vườn; 40 m²; Hướng vườn; 40 m²; Hướng vườn; 60 m²; Hướng biển; 60 m²; Hướng biển; 380 m²; Hướng biển; 369 m²; Hướng biển; 369 m²; Phòng không hút thuốc; Ban công; Hồ bơi; Bồn tắm; Vòi hoa sen; Máy lạnh; 5 phòng ngủ; 1 Giường King; 1 Giường King; 1 Giường King; 1 Giường King; 1 Giường King; Ấm nước điện; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Cân; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Truyền hình cáp/vệ tinh; Điện thoại; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Máy lọc không khí; Rèm che ánh sáng; Vải trải giường; Dép đi trong nhà; Dịch vụ báo thức; Máy pha trà/cà phê; Trà miễn phí; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Ấm nước; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Dọn phòng hằng ngày; Ban công/sân hiên; Bàn làm việc; Bể bơi riêng; Ghế sofa; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Hành lang ngoài; Bình chữa cháy; Két sắt trong phòng; Tính năng an toàn/bảo mật; Đầu báo khói
Ivivu,binh-duong,Bcons Garden Luxury Apartment,https://www.ivivu.com/khach-san-binh-duong/bcons-garden-luxury-apartment,The Villa,Luxury,Double,10618250.0,3.0,280.0,Hướng vườn | thành phố; 28-32 m²; Hướng vườn | thành phố; 28-32 m²; Hướng thành phố; 28-32 m²; Hướng thành phố; 28-32 m²; Hướng biển; 32 m²; Hướng biển; 32 m²; Hướng thành phố; 46 m²; Hướng biển; 46 m²; Hướng thành phố; 70 m²; Hướng thành phố; 40 m²; Hướng biển; 74 m²; Hướng thành phố; 280 m²; Hướng thành phố; 280 m²; Phòng không hút thuốc; Ban công; Cửa sổ; Vòi hoa sen; Máy lạnh; 7 phòng ngủ; 1 Giường đôi (1m6); 1 Giường đôi (1m6); 1 Giường đôi (1m6); 1 Giường đôi (1m6); 1 Giường đôi (1m6); 1 Giường đôi (1m6); 1 Giường đôi (1m6)
Ivivu,binh-duong,Hotel Hưng Phát,https://www.ivivu.com/khach-san-binh-duong/hotel-hang-phat,Three Bedroom Premier,Unknown,Single,3888000.0,3.0,125.0,Hướng thành phố; 108 m²; Hướng thành phố; 108 m²; Hướng thành phố; 115 m²; Hướng thành phố; 120 m²; Hướng thành phố; 125 m²; Hướng thành phố; 125 m²; Cửa sổ; Bồn tắm; Vòi hoa sen; Máy lạnh; 2 Toilet; 3 phòng ngủ; 1 Giường King (1m8 x 2m); 1 Giường Queen (1m6 x 2m ); 2 Giường đơn (1m2 x 2m)
Ivivu,binh-duong,Lucky life hotel,https://www.ivivu.com/khach-san-binh-duong/lucky-life-hotel,Phòng Loại Sang Hướng Đại Dương,Unknown,Unknown,2596500.0,8.0,130.0,Hướng City view; 75 m²; Hướng Beach view; 91 m²; Hướng Ocean view; 130 m²; Hướng Ocean view; 130 m²; Hướng Sea view; 156 m²; Hướng Ocean view; 130 m²; Phòng không hút thuốc
Ivivu,binh-duong,Lucky life hotel,https://www.ivivu.com/khach-san-binh-duong/lucky-life-hotel,Căn hộ 3 phòng ngủ,Suite,Unknown,3375500.0,8.0,130.0,Hướng City view; 75 m²; Hướng Beach view; 91 m²; Hướng Ocean view; 130 m²; Hướng Ocean view; 130 m²; Hướng Sea view; 156 m²; Hướng Ocean view; 130 m²; Phòng không hút thuốc; Ấm nước điện; Phòng tắm phụ; Nhà vệ sinh phụ; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Phòng tắm đứng; Bồn tắm tạo sóng; Truy cập Internet - không dây; Trạm nối iPod; Tiện nghi bể bơi; Lối vào bãi biển riêng; TV; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Bộ chuyển đổi nguồn; Điều hòa; Máy lọc không khí; Rèm che ánh sáng; Quạt; Nước rửa tay; Ít gây dị ứng; Vải trải giường; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Bàn ăn; Nước đóng chai miễn phí; Bếp đầy đủ; Bếp nhỏ; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh; Ly rượu vang; Ban công/sân hiên; Thảm; Bàn làm việc; Giường cực dài; Ghế cao cho trẻ con ngồi ăn; tầng cao; Có các phòng thông nhau; Không gian làm việc cho máy tính xách tay; Đồ gỗ ngoài trời; Bể bơi riêng; Khu vực tiếp khách; Khu vực ăn uống riêng; Phòng khách riêng; Ghế sofa; tầng thượng; Thùng rác; Tủ quần áo; Giá treo quần áo; Phòng thay đồ; Tiện nghi là/ủi; Máy giặt; Tiện nghi cho em bé (theo yêu cầu); Hành lang ngoài; Đi lên bằng thang máy; Đi lên bằng cầu thang; Cửa an toàn cho em bé; Đầu báo khí CO; Biệt lập; Bình chữa cháy; Điều hòa cá nhân; Két sắt trong phòng; Tủ có khoá; Căn hộ riêng trong tòa nhà; Tính năng an toàn/bảo mật; Song lập; Đầu báo khói
Ivivu,binh-duong,Lucky life hotel,https://www.ivivu.com/khach-san-binh-duong/lucky-life-hotel,Căn hộ 3 phòng ngủ hướng biển,Suite,Unknown,4154500.0,8.0,156.0,Hướng City view; 75 m²; Hướng Beach view; 91 m²; Hướng Ocean view; 130 m²; Hướng Ocean view; 130 m²; Hướng Sea view; 156 m²; Hướng Sea view; 156 m²; Phòng không hút thuốc; Phòng tắm phụ; Nhà vệ sinh phụ; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; Bồn tắm/vòi sen riêng; Phòng tắm chung; Vòi sen; Vật dụng tắm rửa; Phòng tắm đứng; Truy cập Internet - không dây; Lối vào bãi biển riêng; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Rèm che ánh sáng; Nước rửa tay; Dép đi trong nhà; Ổ cắm điện gần giường; Trà miễn phí; Cà phê hòa tan miễn phí; Bếp đầy đủ; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh; Ban công/sân hiên; Bàn làm việc; Giường cực dài; tầng cao; Có các phòng thông nhau; Không gian làm việc cho máy tính xách tay; Đồ gỗ ngoài trời; Khu vực tiếp khách; Ghế sofa; Thùng rác; Cửa sổ; Cửa sổ mở; Tủ quần áo; Giá treo quần áo; Phòng thay đồ; Tiện nghi là/ủi; Máy giặt; Hành lang ngoài; Không hút thuốc
Ivivu,binh-duong,"Căn Hộ Cao Cấp 5 Sao Charm City Dĩ An,Bình Dương",https://www.ivivu.com/khach-san-binh-duong/can-ho-cao-cap-5-sao-charm-city-di-an-binh-duong,Penthouse 4 Phòng Ngủ,Suite,Unknown,5426000.0,8.0,273.0,Hướng Sea view; 273 m²; Hướng Sea view; 273 m²; Phòng không hút thuốc; Áo choàng tắm; Máy sấy tóc; Gương; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Truy cập Internet - không dây; Truyền hình cáp/vệ tinh; Điện thoại; TV [màn hình phẳng]; Wi-Fi [miễn phí]; Điều hòa; Máy lọc không khí; Rèm che ánh sáng; Dép đi trong nhà; Cách âm; Dịch vụ báo thức; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Cà phê hòa tan miễn phí; Bếp đầy đủ; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ly rượu vang; Ban công/sân hiên; Bàn làm việc; tầng cao; Khu vực tiếp khách; Phòng khách riêng; Ghế sofa; Cửa sổ; Tủ quần áo; Tiện nghi là/ủi; Máy giặt; Két sắt trong phòng; Không hút thuốc
Ivivu,binh-duong,Hotel Thanh Tùng A2,https://www.ivivu.com/khach-san-binh-duong/hotel-thanh-tung,Căn hộ Premium 3 phòng ngủ hướng biển,Suite,Unknown,3681000.0,3.0,122.0,Hướng Nature view; 43 m²; Hướng Nature view; 47 m²; Hướng Nature view; 55 m²; Hướng Sea view; 122 m²; Hướng Sea view; 122 m²; Phòng không hút thuốc; Đầu vòi sen cầm tay có thể điều chỉnh chiều cao; Báo động âm thanh; Thanh vịn bồn tắm; Ổ điện hạ thấp; Thanh vịn chống trượt; Phòng tắm có lối đi thoai thoải; Cửa đóng tự động; Tương thích với TTY/TTD; Báo động trực quan; Nhà vệ sinh cho người khuyết tật; Phòng tắm dành cho người khuyết tật; Phòng tắm phụ; Nhà vệ sinh phụ; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Phòng tắm chung; Vòi sen; Vật dụng tắm rửa; Phòng tắm đứng; Truy cập Internet - mạng LAN; Truy cập Internet - không dây; Trạm nối iPod; Internet mạng LAN trong phòng [tính phí]; Tiện nghi bể bơi; Đèn đọc sách; Phòng xông khô; TV; TV [màn hình phẳng]; Video truyền phát như Netflix (có phí); Wi-Fi [tính phí]; Wi-Fi [miễn phí]; Bộ chuyển đổi nguồn; Điều hòa; Máy lọc không khí; Đồng hồ báo thức; Rèm che ánh sáng; Quạt; Ít gây dị ứng; Vải trải giường; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Ổ cắm điện gần giường; Cách âm; Dịch vụ báo thức; Bàn ăn; Ấm nước; Bếp nhỏ; Đồ dùng làm bếp; Lò vi sóng; Tủ lạnh; Ly rượu vang; Ban công/sân hiên; Thảm; Bàn làm việc; Ghế cao cho trẻ con ngồi ăn; Có các phòng thông nhau; Không gian làm việc cho máy tính xách tay; Cửa sổ có thể mở ra; Đồ gỗ ngoài trời; Bể bơi riêng; Khu vực tiếp khách; Khu vực ăn uống riêng; Phòng khách riêng; Ghế sofa; Sàn lát gạch/Sàn đá cẩm thạch; Thùng rác; Cửa sổ; Cửa sổ mở; Sàn gỗ/gỗ miếng; Tủ quần áo; Giá treo quần áo; Phòng thay đồ; Tiện nghi là/ủi; Bàn là quần; Máy giặt; Hành lang ngoài; Đi lên bằng thang máy; Đi lên bằng cầu thang; Cửa an toàn cho em bé; Đầu báo khí CO; Biệt lập; Bình chữa cháy; Bộ dụng cụ sơ cứu; Điều hòa cá nhân; Căn hộ riêng trong tòa nhà; Tính năng an toàn/bảo mật; Đầu báo khói
Ivivu,ho-chi-minh,Khu Nghỉ Dưỡng An Lâm Retreats Saigon River,https://www.ivivu.com/khach-san-ho-chi-minh/An-Lam-Retreats-Saigon-River,Riverfront Two Bedroom Pool Villa,Luxury,Single,22138500.0,3.0,177.0,Hướng sông; 85 m²; Hướng vườn; 121 m²; Hướng sông; 206 m²; Hướng vườn; 174 m²; Hướng sông; 177 m²; Hướng vườn; 64 m²; Hướng sông; 64 m²; Hướng vườn; 107 m²; Hướng vườn; 100 m²; Hướng sông; 130 m²; Hướng sông; 177 m²; Phòng không hút thuốc; Ban công; Hồ bơi; Cửa sổ; Bồn tắm; Vòi hoa sen; Máy lạnh; 2 phòng ngủ; 1 Giường King; 2 Giường đơn
Ivivu,ho-chi-minh,Khu Nghỉ Dưỡng An Lâm Retreats Saigon River,https://www.ivivu.com/khach-san-ho-chi-minh/An-Lam-Retreats-Saigon-River,Garden View Two Bedroom Suite,Suite,Single,13289500.0,3.0,121.0,Hướng sông; 85 m²; Hướng vườn; 121 m²; Hướng sông; 206 m²; Hướng vườn; 174 m²; Hướng sông; 177 m²; Hướng vườn; 64 m²; Hướng sông; 64 m²; Hướng vườn; 107 m²; Hướng vườn; 100 m²; Hướng sông; 130 m²; Hướng vườn; 121 m²; Phòng không hút thuốc; Ban công; Cửa sổ; Bồn tắm; Vòi hoa sen; Máy lạnh; 1 Toilet; 2 phòng ngủ; 1 Giường King; 2 Giường đơn
Ivivu,ho-chi-minh,Khu Nghỉ Dưỡng An Lâm Retreats Saigon River,https://www.ivivu.com/khach-san-ho-chi-minh/An-Lam-Retreats-Saigon-River,River View Signature Suite,Suite,King,15996500.0,3.0,206.0,Hướng sông; 85 m²; Hướng vườn; 121 m²; Hướng sông; 206 m²; Hướng vườn; 174 m²; Hướng sông; 177 m²; Hướng vườn; 64 m²; Hướng sông; 64 m²; Hướng vườn; 107 m²; Hướng vườn; 100 m²; Hướng sông; 130 m²; Hướng sông; 206 m²; Phòng không hút thuốc; Vòi hoa sen; Máy lạnh; 1 Giường King
Ivivu,ho-chi-minh,Khu Nghỉ Dưỡng An Lâm Retreats Saigon River,https://www.ivivu.com/khach-san-ho-chi-minh/An-Lam-Retreats-Saigon-River,Garden Two Bedroom Pool Villa,Luxury,Single,19067500.0,3.0,174.0,Hướng sông; 85 m²; Hướng vườn; 121 m²; Hướng sông; 206 m²; Hướng vườn; 174 m²; Hướng sông; 177 m²; Hướng vườn; 64 m²; Hướng sông; 64 m²; Hướng vườn; 107 m²; Hướng vườn; 100 m²; Hướng sông; 130 m²; Hướng vườn; 174 m²; Phòng không hút thuốc; Ban công; Hồ bơi; Cửa sổ; Bồn tắm; Vòi hoa sen; Máy lạnh; 2 phòng ngủ; 1 Giường King; 2 Giường đơn
Ivivu,ho-chi-minh,Khu Nghỉ Dưỡng An Lâm Retreats Saigon River,https://www.ivivu.com/khach-san-ho-chi-minh/An-Lam-Retreats-Saigon-River,Riverfront Pool Villa,Luxury,King,15675500.0,3.0,130.0,Hướng sông; 85 m²; Hướng vườn; 121 m²; Hướng sông; 206 m²; Hướng vườn; 174 m²; Hướng sông; 177 m²; Hướng vườn; 64 m²; Hướng sông; 64 m²; Hướng vườn; 107 m²; Hướng vườn; 100 m²; Hướng sông; 130 m²; Hướng sông; 130 m²; Phòng không hút thuốc; Ban công; Hồ bơi; Cửa sổ; Bồn tắm; Vòi hoa sen; Máy lạnh; 1 Giường King
Ivivu,ho-chi-minh,Khách sạn ÊMM Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-emm-sai-gon,The Level 2-Bedroom Lakefront Pool Villa,Luxury,Unknown,25568666.0,5.0,240.0,Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng vườn | hồ; 240 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Ban công; Hồ bơi; Vòi hoa sen / Bồn tắm nằm; 2 phòng ngủ; Khả năng tiếp cận cho người khó đi lại; Ấm nước điện; Áo choàng tắm; Bồn tắm; Sản phẩm vệ sinh; Máy sấy tóc; Gương; phòng tắm riêng; Bồn tắm/vòi sen riêng; Vòi sen; Vật dụng tắm rửa; Các loại khăn; Truy cập Internet - không dây; Tiện nghi bể bơi; Truyền hình cáp/vệ tinh; Điện thoại; TV; TV [màn hình phẳng]; Thiết bị chơi điện tử; Wi-Fi [miễn phí]; Điều hòa; Đồng hồ báo thức; Rèm che ánh sáng; Chăn điện; Được vào phòng chờ Thương Gia; Quạt; Vải trải giường; Lối đi riêng; Đồ dùng cho giấc ngủ thoải mái; Dép đi trong nhà; Ổ cắm điện gần giường; Cách âm; Ô; Dịch vụ báo thức; Tiện nghi BBQ; Máy pha trà/cà phê; Trà miễn phí; Bàn ăn; Nước đóng chai miễn phí; Trái cây/đồ ăn vặt; Lò vi sóng; Tủ lạnh nhỏ trong phòng; Tủ lạnh; Ly rượu vang; Ban công/sân hiên; Bàn làm việc; Lò sưởi; tầng trệt; Cửa sổ có thể mở ra; Đồ gỗ ngoài trời; Bể bơi riêng; Khu vực tiếp khách; Khu vực ăn uống riêng; Ghế sofa; Thùng rác; Cửa sổ; Tủ quần áo; Giá treo quần áo; Tiện nghi là/ủi; Điều hòa cá nhân; Két sắt trong phòng; Không hút thuốc; Tính năng an toàn/bảo mật; Đầu báo khói
Ivivu,ho-chi-minh,Khách sạn ÊMM Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-emm-sai-gon,The Level 4-Bedrom Beachfront Pool Villa,Luxury,Unknown,40530000.0,5.0,465.0,"Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng biển; 465 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Ban công; Hồ bơi; Vòi hoa sen / Bồn tắm nằm; 4 phòng ngủ, giường"
Ivivu,ho-chi-minh,Khách sạn ÊMM Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-emm-sai-gon,The Level 3-Bedroom Lakefront Pool Villa,Luxury,Unknown,29190000.0,5.0,350.0,"Hướng vườn; 47 m²; Hướng biển; 47 m²; Hướng vườn; 54 m²; Hướng biển | nội khu; 88 m²; Hướng vườn | hồ; 240 m²; Hướng biển; 465 m²; Hướng vườn | hồ; 350 m²; Hướng vườn | hồ; 350 m²; Phòng không hút thuốc; Phòng cửa sổ mở; Hồ bơi; Vòi hoa sen / Bồn tắm nằm; 3 phòng ngủ, giường"
Ivivu,ho-chi-minh,Khách sạn A25 - 22 Nguyễn Cư Trinh,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-a25-nguyen-cu-trinh-sai-gon,Royal Suite Ocean View,Luxury,Single,13225000.0,3.0,160.0,Hướng vườn; 32 m²; Hướng vườn; 32 m²; Hướng vườn; 40 m²; Hướng vườn; 40 m²; Hướng biển; 40 m²; Hướng biển; 40 m²; Hướng biển; 60 m²; Hướng biển; 160 m²; Hướng biển; 160 m²; Phòng không hút thuốc; Ban công; Hồ bơi; Cửa sổ; Bồn tắm; Vòi hoa sen; Máy lạnh; 1 Toilet; 2 phòng ngủ; 1 Giường King (2m x 2m); 2 Giường đơn (1m2 x 2m)
Ivivu,ho-chi-minh,Khách sạn A25 - 20 Bùi Thị Xuân,https://www.ivivu.com/khach-san-ho-chi-minh/a25-hotel-20-bui-thi-xuan,Villas 3 Bedroom Ocean View,Luxury,King,10860000.0,2.0,380.0,Hướng biển; 32 m²; Hướng vườn; 37 m²; Hướng vườn; 37 m²; Hướng biển; 37 m²; Hướng biển; 37 m²; Hướng vườn; 40 m²; Hướng vườn; 40 m²; Hướng vườn; 60 m²; Hướng biển; 60 m²; Hướng biển; 380 m²; Hướng biển; 369 m²; Hướng biển; 380 m²; Phòng không hút thuốc; Ban công; Hồ bơi; Bồn tắm; Vòi hoa sen; Máy lạnh; 3 phòng ngủ; 1 Giường King; 1 Giường King; 1 Giường King
