hotelId,hotelName,star,reviewScore,reviewScoreText,reviewCount,cityId,cityName,districtId,districtName,latitude,longitude,nearbyLandmark,minPrice,avgPrice,originalPrice,currency,roomsLeft,lastBookedText,buttonContent,isSoldOut,hotelType,description,amenities,roomTypes,fullAddress
3954859232,Kluxstay Terra Royal Residence,0,,,,94122,Ho Chi Minh City,,,,,,8046777,,,VND,,,Đăng nhập để tiết kiệm hơn nữa,,,,"Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Toàn bộ căn hộ, 1 hồ bơi ngoài trời, Bao gồm đậu xe tự phục vụ, Bếp, Máy giặt và máy sấy, Máy điều hòa, Khu giải trí ngoài trời, 83 Lý Chính Thắng, Xuân Hòa, TP.Hồ Chí Minh, 70000, Khu Lãnh sự
Place, Khu Lãnh sự
‪3 phút đi bộ‬, Khu Lãnh sự, ‪3 phút đi bộ‬, Nhà thờ Tân Định, ‪8 phút đi bộ‬, Bảo tàng Chứng tích Chiến tranh, ‪17 phút đi bộ‬, ‪9 phút đi xe‬",,"83 Lý Chính Thắng, Xuân Hòa, TP.Hồ Chí Minh, 70000"
3694732224,TPHomes Sala,0,,,7,94122,Ho Chi Minh City,,,,,,7936508,,,VND,,,,,,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Chính sách, Ngoại hạng, Có dịch vụ đưa đón sân bay, Có thể mang theo chó và mèo, Wifi miễn phí, Ban công có bàn ghế, Ban công hoặc sân hiên, Tủ lạnh, 34 Đường B4, TP. Hồ Chí Minh, 70000, Sông Sài Gòn
Place, Sông Sài Gòn
‪3 phút đi xe‬, Sông Sài Gòn, ‪3 phút đi xe‬, Cầu Ba Son
Place, Cầu Ba Son
‪4 phút đi xe‬, Cầu Ba Son, ‪4 phút đi xe‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪8 phút đi xe‬, Chợ Bến Thành, ‪8 phút đi xe‬, ‪19 phút đi xe‬",,"34 Đường B4, TP. Hồ Chí Minh, 70000"
477790,The Reverie Saigon,0,,,1010,94122,Ho Chi Minh City,,,,,,8755000,,,VND,,,"Giá cũ là 8.755.000 ₫
8.755.000 ₫",,"Khách sạn sang trọng với spa, gần Tháp Tài chính Bitexco",,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Ngoại hạng, 1 hồ bơi ngoài trời, Có bữa sáng đầy đủ, Bao gồm đậu xe tự phục vụ, Có dịch vụ đưa đón sân bay 24 giờ, Nhà hàng Trung Hoa, Spa đầy đủ liệu pháp, Đường Đồng Khởi, ‪2 phút đi bộ‬, Tháp Tài chính Bitexco, Nhà hát Thành phố Hồ Chí Minh, ‪7 phút đi bộ‬, ‪16 phút đi xe‬",,"22 - 36 Nguyễn Huệ, 57 - 69F Đồng Khởi, TP.Hồ Chí Minh, 70000"
3952000704,Kluxstay Lumiere Riverside Residence,0,,,,,,,,,,Thảo Điền,7682461,,,VND,,,Đăng nhập để tiết kiệm hơn nữa,,,,"Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Toàn bộ căn hộ, 1 hồ bơi ngoài trời, Bao gồm đậu xe tự phục vụ, Bếp, Máy giặt và máy sấy, Máy điều hòa, Khu giải trí ngoài trời, Trung tâm Thương mại Vincom Mega Mall, ‪8 phút đi bộ‬, Siêu thị Metro, Sông Sài Gòn
Place, Sông Sài Gòn
‪14 phút đi bộ‬, Sông Sài Gòn, ‪14 phút đi bộ‬, ‪18 phút đi xe‬",,"259 Võ Nguyên Giáp, An Khánh, TP.Hồ Chí Minh, 70000"
3951959648,Thư viện ảnh về Vingtage Hideaway,0,,,3,,,,Quận 3,,,,281305,,,VND,,,Căn hộ Premier | Bếp riêng,,Khách sạn căn hộ,,"Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Khám phá địa danh lân cận
Gần Phạm Ngũ Lão, Khám phá địa danh lân cận, Gần Phạm Ngũ Lão, Có bãi đậu xe máy, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪7 phút đi bộ‬, Phạm Ngũ Lão, ‪7 phút đi bộ‬, Phố đi bộ Bùi Viện, ‪10 phút đi bộ‬, Bảo tàng Chứng tích Chiến tranh, ‪14 phút đi bộ‬, ‪13 phút đi xe‬, 15 mét vuông, 1 giường đôi, Máy điều hòa, Trước T5, 19/02, 281.305 ₫, 253.174 ₫, Tổng 861.300 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay, 1 giường cỡ queen, 343.034 ₫",,"382/27 Nguyễn Thị Minh Khai, TP.Hồ Chí Minh, TP.Hồ Chí Minh, 70000"
3785253600,Thư viện ảnh về Khách sạn Trang Thư 2,0,,,10,,,Q10,Quận 10,,,,425044,,,VND,,,"Giá cũ là 425.044 ₫
425.044 ₫",,Khách sạn Trang Thư 2,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Tốt, Dịch vụ và nhân viên xuất sắc, Khám phá địa danh lân cận
Gần Phạm Ngũ Lão, Khám phá địa danh lân cận, Gần Phạm Ngũ Lão, Wifi miễn phí, Máy điều hòa, Không hút thuốc, 328 Lê Hồng Phong, Q.10, TP. Hồ Chí Minh, 72500, Chợ hoa Hồ Thị Kỷ, ‪2 phút đi bộ‬, Chợ An Đông
Place, Chợ An Đông
‪10 phút đi bộ‬, Chợ An Đông, ‪10 phút đi bộ‬, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪19 phút đi bộ‬, Phạm Ngũ Lão, ‪19 phút đi bộ‬, ‪15 phút đi xe‬, 18 mét vuông, 1 giường cỡ queen, 425.044 ₫",,"328 Lê Hồng Phong, Q.10, TP. Hồ Chí Minh, 72500"
3841475296,Thư viện ảnh về Soul Station - Studio Hotel II,0,,,18,,,,Quận Gò Vấp,,,,485009,,,VND,,,"18 nhận xét bên ngoài
(18 nhận xét bên ngoài)",,Soul Station - Studio Hotel II,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Ngoại hạng, 18 nhận xét bên ngoài, Bao gồm đậu xe có người phục vụ, Có bữa sáng đầy đủ, Wifi miễn phí, Đồ chơi, Chợ Tân Sơn Nhất, ‪3 phút đi xe‬, Công viên Gia Định, Sông Sài Gòn
Place, Sông Sài Gòn
‪4 phút đi xe‬, Sông Sài Gòn, ‪4 phút đi xe‬, ‪7 phút đi xe‬, Bãi đậu xe miễn phí có nhân viên phục vụ, 30 mét vuông, 1 giường cỡ queen, 485.009 ₫, 339.506 ₫, Tổng 1.155.000 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay",,"64/41 Nguyên Hồng, Gò Vấp, TP.Hồ Chí Minh, TP.Hồ Chí Minh, 734000"
3623600416,Thư viện ảnh về Mỹ Hảo Hotel TP.Hồ Chí Minh,0,,,10,,,Q10,Quận 10,,,,1068890,,,VND,,,"Giá cũ là 1.068.890 ₫
1.068.890 ₫",,Mỹ Hảo Hotel TP.Hồ Chí Minh,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Khám phá địa danh lân cận
Gần Chợ An Đông, Khám phá địa danh lân cận, Gần Chợ An Đông, Wifi miễn phí, Máy điều hòa, Không hút thuốc, 319 Hòa Hảo, Q.10, TP.Hồ Chí Minh, 700000, Chợ An Đông
Place, Chợ An Đông
‪7 phút đi bộ‬, Chợ An Đông, ‪7 phút đi bộ‬, Bệnh viện Đại Học Y Dược (Cơ sở 1), ‪10 phút đi bộ‬, Sân vận động Thống Nhất, ‪12 phút đi bộ‬, ‪14 phút đi xe‬, 25 mét vuông, 1 giường đôi, Trước T5, 19/02, 1.068.890 ₫, 352.734 ₫, Tổng 1.200.003 ₫",,"319 Hòa Hảo, Q.10, TP.Hồ Chí Minh, 700000"
3485040096,Thư viện ảnh về Khách sạn Tuấn Việt,0,,,7,94122,Ho Chi Minh City,Q1,,,,,599647,,,VND,,,Mặt tiền nơi lưu trú,,Khách sạn Tuấn Việt,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Xuất sắc, Bao gồm đậu xe có người phục vụ, Dễ di chuyển, Khám phá địa danh lân cận, Gần Thảo cầm viên Sài Gòn, Wifi miễn phí, 232 Đinh Tiên Hoàng, Q.1, TP. Hồ Chí Minh, 70000, Khu Lãnh sự
Place, Khu Lãnh sự
‪1 phút đi bộ‬, Khu Lãnh sự, ‪1 phút đi bộ‬, Đền Trần Hưng Đạo, ‪2 phút đi bộ‬, Chùa Ngọc Hoàng (Phước Hải Tự), ‪5 phút đi bộ‬, ‪11 phút đi xe‬, Bãi đậu xe miễn phí có nhân viên phục vụ, 21 mét vuông, 1 giường cỡ queen, Ban công hoặc sân hiên, Trước T6, 20/02, 599.647 ₫",,"232 Đinh Tiên Hoàng, Q.1, TP. Hồ Chí Minh, 70000"
3853517568,SG Cozy House - Self Check In,0,,,7,94122,Ho Chi Minh City,,,,,,617284,,,VND,,,"Giá cũ là 617.284 ₫
617.284 ₫",,"Khách sạn với spa, gần Chợ Bến Thành",,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Ngoại hạng, Dịch vụ và nhân viên xuất sắc, Bữa sáng ẩm thực địa phương, Khám phá địa danh lân cận
Đi bộ đến Phạm Ngũ Lão, Khám phá địa danh lân cận, Đi bộ đến Phạm Ngũ Lão, Có bữa sáng kiểu địa phương, Spa đầy đủ liệu pháp, Wifi miễn phí, Máy điều hòa, Tủ lạnh, Lò vi sóng, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪1 phút đi bộ‬, Phạm Ngũ Lão, ‪1 phút đi bộ‬, Phố đi bộ Bùi Viện, ‪2 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪8 phút đi bộ‬, Chợ Bến Thành, ‪8 phút đi bộ‬, ‪15 phút đi xe‬",,"241/18/1 Phạm Ngũ Lão, Bến Thành, TP.Hồ Chí Minh, 700000"
777250816,Atlas Hotel & Apartment,0,,,24,94122,Ho Chi Minh City,Q7,,,,,446208,,,VND,,,"Giá cũ là 446.208 ₫
446.208 ₫",,Khách sạn căn hộ,,"Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Đặt ngay, thanh toán sau, Xuất sắc, Dụng cụ pha cà phê/trà, Khám phá địa danh lân cận
Gần Cresent Mall, Khám phá địa danh lân cận, Gần Cresent Mall, Bao gồm đậu xe tự phục vụ, Bếp nhỏ, Giặt ủi, Máy điều hòa, Sân thượng, Wifi miễn phí, 43 Hưng Phước 4, Q.7, TP.Hồ Chí Minh, 700000, Trung tâm Thương mại SC VivoCity, ‪5 phút đi bộ‬, Cresent Mall
Place, Cresent Mall
‪15 phút đi bộ‬, Cresent Mall, ‪15 phút đi bộ‬, Trung tâm Hội chợ và Triển lãm Sài Gòn, ‪3 phút đi xe‬, ‪24 phút đi xe‬, Bãi đậu xe tự phục vụ miễn phí, 18 mét vuông, 1 giường cỡ queen, 446.208 ₫",,"43 Hưng Phước 4, Q.7, TP.Hồ Chí Minh, 700000"
3590956192,Anh Thư Hotel,0,,,1,94122,Ho Chi Minh City,Q11,,,,,449000,,,VND,,,"Giá cũ là 449.000 ₫
449.000 ₫",,Anh Thư Hotel,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Khám phá địa danh lân cận, Đi bộ đến Công viên Nước Đầm Sen, Có bãi đậu xe máy, Wifi miễn phí, Ban công, Máy điều hòa, Ban công hoặc sân hiên, Công viên Nước Đầm Sen, ‪10 phút đi bộ‬, ‪15 phút đi bộ‬, Đại học Quốc gia Thành phố Hồ Chí Minh, ‪3 phút đi xe‬, ‪12 phút đi xe‬, VIP Access, Nhận thêm quyền lợi khi là thành viên, 16 mét vuông, 1 giường cỡ queen, 449.000 ₫, 404.100 ₫, Tổng 1.374.747 ₫, bao gồm thuế & phí",,"346 Lạc Long Quân, P.5, Q.11, TP.Hồ Chí Minh, TP.Hồ Chí Minh, 700000"
1687881344,Khách sạn Viễn Đông,0,,,5,,,Q5,Quận 5,,,,414462,,,VND,,,Đăng nhập để tiết kiệm hơn nữa,,Khách sạn Viễn Đông,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Xuất sắc, Dịch vụ và nhân viên xuất sắc, Khám phá địa danh lân cận
Gần Chợ An Đông, Khám phá địa danh lân cận, Gần Chợ An Đông, Có bãi đậu xe máy, Wifi miễn phí, Máy điều hòa, Không hút thuốc, Bệnh viện Đại Học Y Dược (Cơ sở 1), ‪5 phút đi bộ‬, Chùa Nghĩa An Hội Quán, ‪7 phút đi bộ‬, Chợ An Đông
Place, Chợ An Đông
‪12 phút đi bộ‬, Chợ An Đông, ‪12 phút đi bộ‬, ‪15 phút đi xe‬, 16 mét vuông, 1 giường cỡ queen, Trước T5, 19/02, 414.462 ₫, Tổng 1.410.000 ₫",,"59 An Điềm, P.10, Q.5, Thành phố Hồ Chí Minh, 70000"
3265471488,Gia Bảo Hotel Bình Thạnh by Bay Luxury,0,,,,,,,,,,Quận Bình Thạnh,424750,,,VND,,,Đăng nhập để tiết kiệm hơn nữa,,Gia Bảo Hotel Bình Thạnh by Bay Luxury,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Wifi miễn phí, Máy điều hòa, Đền Lê Văn Duyệt, ‪10 phút đi bộ‬, Công viên Văn Thánh, ‪3 phút đi xe‬, Thảo cầm viên Sài Gòn, ‪6 phút đi xe‬, ‪10 phút đi xe‬, 1 giường cỡ queen, 424.750 ₫, Tổng 1.445.000 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay, Quận 1, Gần Thảo cầm viên Sài Gòn, Đậu xe miễn phí, Trang thiết bị giặt ủi, 8.6 trên 10, Xuất sắc, 7 nhận xét, Xuất sắc, 7 nhận xét, 599.647 ₫, 389.770 ₫",,"234/3 Bạch Đằng, Ho Chi Minh City, 700000"
932368256,Khách sạn Laguna,0,,,37,94122,Ho Chi Minh City,Q7,,,,,565315,,,VND,,,"Giá cũ là 565.315 ₫
565.315 ₫",,Khách sạn Laguna,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Tốt, Có dịch vụ đưa đón sân bay 24 giờ, Khám phá địa danh lân cận
Gần Cresent Mall, Khám phá địa danh lân cận, Gần Cresent Mall, Có bữa sáng nấu theo yêu cầu, Bao gồm đậu xe tự phục vụ, Không thu phí vật nuôi, 1 nhà hàng, Spa đầy đủ liệu pháp, Trung tâm Thương mại SC VivoCity, ‪7 phút đi bộ‬, Cresent Mall
Place, Cresent Mall
‪17 phút đi bộ‬, Cresent Mall, ‪17 phút đi bộ‬, Trung tâm Hội chợ và Triển lãm Sài Gòn, ‪4 phút đi xe‬, ‪25 phút đi xe‬, Ngoại hạng, 1 nhận xét, Bãi đậu xe tự phục vụ miễn phí, 18 mét vuông, 1 giường cỡ queen",,"R3-84 Hung Gia 4, Tan Phong, District 7, Ho Chi Minh City"
3572512768,Hoàng Long Hotel By Cozrum,0,,,10,,,Q10,Quận 10,,,,715080,,,VND,,,"Giá cũ là 715.080 ₫
715.080 ₫",,Hoàng Long Hotel By Cozrum,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Rất tốt, Dịch vụ và nhân viên xuất sắc, Bao gồm đậu xe có người phục vụ, Khám phá địa danh lân cận
Đi bộ đến Nam Sài Gòn, Khám phá địa danh lân cận, Đi bộ đến Nam Sài Gòn, Wifi miễn phí, Máy điều hòa, Nam Sài Gòn
Place, Nam Sài Gòn
‪7 phút đi bộ‬, Nam Sài Gòn, ‪7 phút đi bộ‬, Bảo tàng Y học Cổ truyền Việt Nam, ‪8 phút đi bộ‬, Đại học Quốc gia Thành phố Hồ Chí Minh, ‪15 phút đi bộ‬, ‪11 phút đi xe‬, Bãi đậu xe miễn phí có nhân viên phục vụ, 25 mét vuông, 1 giường cỡ queen, Đặt ngay, thanh toán sau, 715.080 ₫, 436.199 ₫, Tổng 1.483.949 ₫",,"243/10 Tô Hiến Thành, P.13, Q.10, TP.Hồ Chí Minh, 0840001"
3505491712,Hotel 34,0,,,10,,,Q10,Quận 10,,,,469000,,,VND,,,Đăng nhập để tiết kiệm hơn nữa,,Hotel 34,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Có bãi đậu xe trong khuôn viên, Khám phá địa danh lân cận
Gần Nam Sài Gòn, Khám phá địa danh lân cận, Gần Nam Sài Gòn, Bao gồm đậu xe có người phục vụ, Wifi miễn phí, Ban công hoặc sân hiên, Máy điều hòa, Giường phụ, Nam Sài Gòn
Place, Nam Sài Gòn
‪10 phút đi bộ‬, Nam Sài Gòn, ‪10 phút đi bộ‬, Nhà hát Hòa Bình, ‪12 phút đi bộ‬, Đại học Quốc gia Thành phố Hồ Chí Minh, ‪14 phút đi bộ‬, ‪11 phút đi xe‬, Bãi đậu xe miễn phí có nhân viên phục vụ, 2 mét vuông, 1 giường cỡ queen, Trước T6, 20/02",,"531 Sư Vạn Hạnh, P.13, Q.10, TP.Hồ Chí Minh, 700000"
539650,Viên Ngọc Xanh Hotel,0,,,5,,,,Quận Tân Bình,,,,980813,,,VND,,,"Giá cũ là 980.813 ₫
980.813 ₫",,Viên Ngọc Xanh Hotel,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Có bãi đậu xe trong khuôn viên, Khám phá địa danh lân cận, Gần Công viên Hoàng Văn Thụ, Có bãi đậu xe chuyên dụng, Wifi miễn phí, Máy điều hòa, ‪2 phút đi bộ‬, Công viên Hoàng Văn Thụ, ‪5 phút đi bộ‬, Trung tâm Triển lãm và Hội chợ Tân Bình, ‪8 phút đi bộ‬, ‪5 phút đi xe‬, Đậu xe miễn phí, 16 mét vuông, 1 giường đôi, Đặt ngay, thanh toán sau, 980.813 ₫, 490.406 ₫, Tổng 1.668.363 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay, 26 mét vuông, 1.111.860 ₫",,"285-287 Hoàng Văn Thụ, P.2, Q.Tân Bình, TP.Hồ Chí Minh"
